Название;Регион;Район;Населённый пункт;Адрес;Широта;Долгота;Телефоны;Время работы
Отдел заготовки крови №2;Свердловская область;Верхнесалдинский;Верхняя Салда;г. Верхняя Салда, ул. Спортивная, 8 корп.1;58.046410;60.555229;(34345) 5-13-26;пн-пт 8.00-16.30
Отдел заготовки крови №2;Свердловская область;Североуральск;Североуральск;г. Североуральск, ул. Ленина, 33;60.166851;59.962170;(34380) 2-44-41;пн-чт 8.00 - 13.00
Отдел заготовки крови №3;Свердловская область;Невьянский;Невьянск;г. Невьянск, ул. Демьяна Бедного, 15-а;57.491871;60.207699;(34356) 2-37-93;пн-пт 8.00-16.30
Отдел заготовки крови №4Отдел заготовки крови №4;Свердловская область;Кушва;Кушва;г. Кушва, ул. Кузьмина, 48;58.288570;59.755299;(34344) 2-43-02;пн-пт 8.00 - 16.30
Отделение заготовки крови №10;Свердловская область;Ревда;Ревда;г. Ревда, ул. О. Кошевого, 4;56.811008;59.958149;(922) 206-82-01;вт,ср,чт 8.00-14.00
Отделение заготовки крови №12;Свердловская область;Тавдинский;Тавда;г. Тавда, ул. Лермонтова, 110;58.043819;65.245232;(34360) 2-07-16;вт-чт 8.00-14.00
Отделение заготовки крови №3;Свердловская область;Асбест;Асбест;г. Асбест, Больничный городок, 3;57.005680;61.469711;(34365) 7-84-71;вт,ср,чт 8.00 - 14.00
Отделение заготовки крови №4;Свердловская область;Верхняя Пышма;Верхняя Пышма;г. Верхняя Пышма, ул. Чайковского, 32;56.976111;60.594444;(34368) 5-46-60;вт,ср,чт 8.00 - 14.00
Отделение заготовки крови №5;Свердловская область;Богдановичский;Богданович;г. Богданович, ул. Октябрьская, 87;56.786560;62.041012;(34376) 2-36-55;пн-пт 8.00-14.00
Отделение заготовки крови №5;Свердловская область;Ирбитский;Ирбит;г. Ирбит, ул. Комсомольская, 72;57.683498;63.056530;(34355) 6-01-03;вт-пт 8.00-14.00
Отделение заготовки крови №6;Свердловская область;Красноуфимский;Красноуфимск;г. Красноуфимск, ул. Транспортная, 12;56.607750;57.772541;(34394) 5-01-32;пн,ср,чт 8.00-14.00
Отделение заготовки крови №6;Свердловская область;Камышловский;Камышлов;г. Камышлов, ул. Куйбышева, 114;56.852131;62.708500;(34375) 2-34-35;пн-пт 8.00 - 14.00
Отделение заготовки крови №7;Свердловская область;Сухоложский;Сухой Лог;г. Сухой Лог, ул. Горького, 1;56.895988;62.027569;(34373) 4-35-30;пн-пт 8.00 - 14.00
Отделение заготовки крови №8;Свердловская область;Талицкий;Талица;г. Талица, ул. Кузнецова, 54;57.008179;63.718288;(34371) 2-13-69;пн-пт 8.00-14.00
Отделение заготовки крови №9;Свердловская область;Полевской;Полевской;г. Полевской, ул. Сталеваров, 3;56.687928;60.709987;(34350) 3-39-10;вт-чт 8.00 - 14.00
"ГУЗ ""Краевой центра специализированных видов медицинской помощи №1""";Ставропольский край;Будённовский;Будённовск;г. Будённовск, пр-т Калинина, 2;44.780739;44.148498;(86559) 3-24-11, 3-25-75, 3-42-10;пн-пт 7.00-12.00
"ГУЗ ""Ставропольская краевая станция переливания крови""";Ставропольский край;Ставрополь;Ставрополь;г. Ставрополь, ул. Лермонтова, д. 205;45.036777;41.951981;"(8652) 32-23-81; 37-25-64";пн-пт 8.15-13.30
"ГУМП ""Сангвис""";Ставропольский край;Пятигорск;Пятигорск;г. Пятигорск, пр-т Кирова, 43;44.045910;43.058739;(8793) 33-33-44;пн-пт 8.00-13.00
Вышневолоцкое территориальное ОЗК;Тверская область;Вышневолоцкий район;Вышний Волочёк;г. Вышний Волочёк, Садовая пл., 8;57.591518;34.556400;(48233) 6-20-96;вт 9.00-13.00
Ржевское территориальное ОЗК;Тверская область;Ржевский;Ржев;г. Ржев, ул. Ленина, 6;56.265579;34.327572;(48232) 2-17-35;пн,чт 8.00-11.00
"МУЗ ""ГБ г. Стрежевого""";Томская область;Александровский район;Стрежевой;г. Стрежевой, ул. Строителей, 1;60.739071;77.550377;(38259) 5-20-29;пн-пт 8.00-14.00
"МУЗ ""Колпашевская ЦРБ""";Томская область;Колпашевский район;Колпашево;г. Колпашево, ул. Советский Север, 45;58.317058;82.915947;(38254) 5-21-21;пн-пт 8.00-15.00
"ОГУЗ ""Томская областная СПК""";Томская область;Томский район;Томск;г. Томск, ул. Вершинина, 45;56.463989;84.962548;(3822) 41-98-33, 42-09-93;пн-пт 9.00 - 14.00
"ОГУЗ ""Томская ОКБ""";Томская область;Томский район;Томск;г. Томск, ул. Ив. Черных, 96;56.463854;84.968605;(3822) 64-40-39, 64-48-45;пн-пт 9.30-11.30
"ГУЗ ТО ""Тульская областная КБ""";Тульская область;Тула;Тула;г. Тула, ул. Майская, 3;54.212189;37.694126;(4877) 48-65-05, 48-68-91;пн-пт 8.00-13.00
"ГЛПУ ""Областная станция переливания крови""";Тюменская область;Ишимский;Ишим;г. Ишим, ул. Республики , 78;56.113281;69.511147;(251) 91789;пн-пт 8.00-13.00
Тобольский филиал;Тюменская область;Тобольский;Тобольск;г. Тобольск, 36 микр-н, 26;58.184200;68.254669;(3456) 24-95-15;пн-пт 8.00-13.00
"ГУЗ ""Вяземский центр организации специализированных видов медицинской помощи""";Хабаровский край;Вяземский;Вяземский;г. Вяземский, ул. Студенческая, 1-а;47.525089;134.757446;(42153) 3-14-30;пн-пт 9.00-13.00
"МУЗ ""Ванинская ЦРБ""";Хабаровский край;Ванинский;пос. Ванино;п. Ванино, ул. Октябрьская, 26;49.094360;140.261108;(42137) 7-26-02, 7-38-00, 7-10-32;пн-пт 9.00-12.30
"МУЗ ""Охотская ЦРБ""";Хабаровский край;Охотский;пос. Охотск;п. Охотск, ул. 40-летия Победы, 57;59.361599;143.217453;(42141) 9-25-44;по экстренным показаниям
"МУЗ ""РБ Советско-Гаванского р-на""";Хабаровский край;Советско-Гаванский;Советская Гавань;г. Советская Гавань, ул. Ленина, 6;48.970188;140.291306;"(42138) 4-42-40; 4-40-83";пн-пт 8.30 - 12.30
"МУЗ ""Станция переливания крови""";Хабаровский край;Комсомольск-на-Амуре;Комсомольск-на-Амуре;г. Комсомольск-на-Амуре, ул. Севастопольская, 53;50.538212;137.016907;(4217) 54-76-65, 54-75-82;пн-пт 8.30-13-30
"МУЗ ""ЦРБ"" муниципального района им. Лазо";Хабаровский край;Переяславка;Переяславка;п. Переяславка, ул. Октябрьская, 26;47.968079;135.059189;(42154) 21-83-32;пн-пт 8.30-12.30
"МУЗ ""ЦРБ"" Николаевского района";Хабаровский край;Николаевск-на-Амуре;Николаевск-на-Амуре;г. Николаевск-на-Амуре, ул. Школьная, 114-а;53.142700;140.706406;(42135) 2-23-40, 2-23-78;пн-пт 8.30-12.30
"МУЗ ""ЦРБ"" Солнечного района";Хабаровский край;Солнечный;Солнечный;п. Солнечный, ул. Ленина, 4;50.718899;136.641006;(41146) 2-20-10;пн-пт 8.30-12.30
"ГУЗ ""Краевая КБ №2""";Хабаровский край;Хабаровский;Амурск;г. Хабаровск, ул. Павловича, 1-б;48.470730;135.091238;"(4212) 23-79-67; 23-39-58, 23-80-48";пн-пт 8.30-13.30
"МЛПУ ""ГБ г.Мегион""";Ханты-Мансийский АО;Мегион;Мегион;г. Мегион, ул. Заречная, 6;61.050400;76.113472;(34663) 3-69-83, 3-29-76;пн-пт 9.00 - 13.00
МЛПУ «ЦГБ г. Югорска»;Ханты-Мансийский АО;Югорск;Югорск;г. Югорск, ул. Попова, 29;61.316667;63.333333;(34675) 2-32-32, 6-78-00, 2-48-10;пн-пт 9.00-13.00
ММУ «Октябрьская центральная районная больница»;Ханты-Мансийский АО;;;пгт. Октябрьское, ул. Медицинская-3;62.461910;66.010597;(34678) 2-01-18;пн-пт 9.00-13.00
"МУ ""ЦГБ г. Урай""";Ханты-Мансийский АО;;;г. Урай, ул. Ленина, 96;60.133301;64.809090;(34676) 2-11-23, 3-20-49;пн-пт 9.00 - 13.00
МУ «Центральная районная больница Кондинского района»;Ханты-Мансийский АО;;;пгт. Междуреченский, ул. Кондинская, 3;59.598030;65.876969;(34677) 3-31-54, 3-21-10;пн-пт 9.00-13.00
